# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
1	1	0	*	AN0017
1	1	0	*	AN6962
1	1	0	*	AN11789
1	1	0	*	AN3534
1	1	0	*	AN8736
1	1	0	*	AN5966-uORF
1	1	0	*	AN3115
1	1	0	*	AN10486
1	1	0	*	AN5383
1	1	0	*	AN11002
1	1	0	*	AN8196
1	1	0	*	AN7979
1	1	0	*	AN11852
1	1	0	*	AN20052
1	1	0	*	AN5095
1	1	0	*	AN12083
1	1	0	*	AN9040
1	1	0	*	AN10670
1	1	0	*	AN12225
1	1	0	*	AN2021
1	1	0	*	AN5258
1	1	0	*	AN2324
1	1	0	*	AN10843
1	1	0	*	AN7970
1	1	0	*	AN4195
1	1	0	*	AN6426
1	1	0	*	AN0567
1	1	0	*	AN4177
1	1	0	*	AN8335
1	1	0	*	AN7963
1	1	0	*	AN5276
1	1	0	*	AN3333
1	1	0	*	AN11437
1	1	0	*	AN8728
1	1	0	*	AN2667
1	1	0	*	AN9219
1	1	0	*	AN7826
1	1	0	*	AN5272
1	1	0	*	AN0326
1	1	0	*	AN8549
1	1	0	*	AN4692
1	1	0	*	AN1098
1	1	0	*	AN7801
1	1	0	*	AN6397
1	1	0	*	AN10302
1	1	0	*	AN7905
1	1	0	*	AN10860
1	1	0	*	AN3493
1	1	0	*	AN1553
1	1	0	*	AN5413
1	1	0	*	AN7317
1	1	0	*	AN11137
1	1	0	*	AN3474
1	1	0	*	AN10014
1	1	0	*	AN7930
1	1	0	*	AN10715
1	1	0	*	AN7092
1	1	0	*	AN4819
1	1	0	*	AN7859
1	1	0	*	AN5161
1	1	0	*	AN11925
1	1	0	*	AN12008
1	1	0	*	AN8146
1	1	0	*	AN9221
1	1	0	*	AN8305
1	1	0	*	AN1739
1	1	0	*	AN3205
1	1	0	*	AN0517
1	1	0	*	AN8115
1	1	0	*	AN1087
1	1	0	*	AN3393
1	1	0	*	AN4849
1	1	0	*	AN5264
1	1	0	*	AN10838
1	1	0	*	AN11073
1	1	0	*	AN7233
1	1	0	*	AN6798
1	1	0	*	AN11905
1	1	0	*	AN10187
1	1	0	*	AN8823
1	1	0	*	AN7738
1	1	0	*	AN6183
1	1	0	*	AN1160
1	1	0	*	AN6758
1	1	0	*	AN5435
1	1	0	*	AN1323
1	1	0	*	AN11959
1	1	0	*	AN10097
1	1	0	*	AN3409
1	1	0	*	AN12013
1	1	0	*	AN12063
1	1	0	*	AN10649
1	1	0	*	AN4010
1	1	0	*	AN6399
1	1	0	*	AN1737
1	1	0	*	AN10819
1	1	0	*	AN10021
1	1	0	*	AN7769
1	1	0	*	AN0251
1	1	0	*	AN8403
1	1	0	*	AN2905-uORF
1	1	0	*	AN1827
1	1	0	*	AN0025
1	1	0	*	AN8930
1	1	0	*	AN8320
1	1	0	*	AN11074
1	1	0	*	AN9032
1	1	0	*	AN2660
1	1	0	*	AN8570
1	1	0	*	AN12097
1	1	0	*	AN7584
1	1	0	*	AN3672
1	1	0	*	AN8479
1	1	0	*	AN2544
1	1	0	*	AN12351
1	1	0	*	AN1032
1	1	0	*	AN4149
1	1	0	*	AN2396
1	1	0	*	AN1315
1	1	0	*	AN9278
1	1	0	*	AN7166
1	1	0	*	AN0118-uORF
1	1	0	*	AN8083
1	1	0	*	AN7300
1	1	0	*	AN0214
1	1	0	*	AN8399
1	1	0	*	AN3218
1	1	0	*	AN10048
1	1	0	*	AN3388
1	1	0	*	AN10906
1	1	0	*	AN5312
1	1	0	*	AN6839
1	1	0	*	AN10041
1	1	0	*	AN8135
1	1	0	*	AN4153
1	1	0	*	AN1815
1	1	0	*	AN5071
1	1	0	*	AN7384
1	1	0	*	AN11619
1	1	0	*	AN4108
1	1	0	*	AN1080
1	1	0	*	AN10462
1	1	0	*	AN5326
1	1	0	*	AN5362
1	1	0	*	AN7221
1	1	0	*	AN9256
1	1	0	*	AN2677
1	1	0	*	AN2974
1	1	0	*	AN2365
1	1	0	*	AN11089
1	1	0	*	AN8636
1	1	0	*	AN8974
1	1	0	*	AN9181
1	1	0	*	AN10887
1	1	0	*	AN3775
1	1	0	*	AN10469
1	1	0	*	AN1580
1	1	0	*	AN6876
1	1	0	*	AN1582
1	1	0	*	AN7157
1	1	0	*	AN9050
1	1	0	*	AN8740
1	1	0	*	AN11523
1	1	0	*	AN8963
1	1	0	*	AN9391
1	1	0	*	AN8920
1	1	0	*	AN7270
1	1	0	*	AN5061
1	1	0	*	AN10626
1	1	0	*	AN6319
1	1	0	*	AN2623
1	1	0	*	AN11605
1	1	0	*	AN4638
1	1	0	*	AN5344
1	1	0	*	AN8152
1	1	0	*	AN2064
1	1	0	*	AN5083
1	1	0	*	AN12020
1	1	0	*	AN6885
1	1	0	*	AN3485
1	1	0	*	AN5068
1	1	0	*	AN10894
1	1	0	*	AN5654
1	1	0	*	AN8792
1	1	0	*	AN4677
1	1	0	*	AN5160
1	1	0	*	AN10536
1	1	0	*	AN5364
1	1	0	*	AN11080
1	1	0	*	AN4345
1	1	0	*	AN5890
1	1	0	*	AN3391
1	1	0	*	AN4119
1	1	0	*	AN4604
1	1	0	*	AN1352
1	1	0	*	AN3297
1	1	0	*	AN8348
1	1	0	*	AN7215
1	1	0	*	AN10494
1	1	0	*	AN0683
1	1	0	*	AN0738
1	1	0	*	AN8157
1	1	0	*	AN10214
1	1	0	*	AN4176
1	1	0	*	AN5310
1	1	0	*	AN0748
1	1	0	*	AN20007
1	1	0	*	AN6415
1	1	0	*	AN8950
1	1	0	*	AN12186
1	1	0	*	AN2195
1	1	0	*	AN10464
1	1	0	*	AN3302
1	1	0	*	AN9321
1	1	0	*	AN1400
1	1	0	*	AN7948
1	1	0	*	AN4185
1	1	0	*	AN2075
1	1	0	*	AN8385
1	1	0	*	AN8953
1	1	0	*	AN11818
1	1	0	*	AN12356
1	1	0	*	AN2672
1	1	0	*	AN12427
1	1	0	*	AN7551
1	1	0	*	AN11182
1	1	0	*	AN12326
1	1	0	*	AN8968
1	1	0	*	AN6814
1	1	0	*	AN0830
1	1	0	*	AN6862
1	1	0	*	AN6127
1	1	0	*	AN3888
1	1	0	*	AN4106
1	1	0	*	AN7924
1	1	0	*	AN3403
1	1	0	*	AN5936
1	1	0	*	AN11869
1	1	0	*	AN4151
1	1	0	*	AN4137
1	1	0	*	AN3322
1	1	0	*	AN1490
1	1	0	*	AN9322
1	1	0	*	AN8657
1	1	0	*	AN11550
1	1	0	*	AN7958
1	1	0	*	AN9263
1	1	0	*	AN0481
1	1	0	*	AN1123
1	1	0	*	AN5831
1	1	0	*	AN0800
1	1	0	*	AN7375
1	1	0	*	AN10896
1	1	0	*	AN1615
1	1	0	*	AN2585
1	1	0	*	AN11329
1	1	0	*	AN8316
1	1	0	*	AN10422
1	1	0	*	AN7805
1	1	0	*	AN12417
1	1	0	*	AN9416
1	1	0	*	AN11846
1	1	0	*	AN1494-uORF
1	1	0	*	AN3891
1	1	0	*	AN3133
1	1	0	*	AN3552
1	1	0	*	AN0389
1	1	0	*	AN4392
1	1	0	*	AN1540
1	1	0	*	AN7478
1	1	0	*	AN9349
1	1	0	*	AN8914
1	1	0	*	AN11262
1	1	0	*	AN2681
1	1	0	*	AN5171
1	1	0	*	AN7779
1	1	0	*	AN9355
1	1	0	*	AN11467
1	1	0	*	AN2695
1	1	0	*	AN11582
1	1	0	*	AN3283
1	1	0	*	AN0102
1	1	0	*	AN0005
1	1	0	*	AN0539
1	1	0	*	AN10600
1	1	0	*	AN8434
1	1	0	*	AN2808
1	1	0	*	AN10612
1	1	0	*	AN8374
1	1	0	*	AN8567
1	1	0	*	AN3816
1	1	0	*	AN0536
1	1	0	*	AN2560
1	1	0	*	AN10986
1	1	0	*	AN2750
1	1	0	*	AN0578
1	1	0	*	AN0845
1	1	0	*	AN4003
1	1	0	*	AN8577
1	1	0	*	AN9236
1	1	0	*	AN9388
1	1	0	*	AN11199
1	1	0	*	AN3572
1	1	0	*	AN5918
1	1	0	*	AN9041
1	1	0	*	AN0300
1	1	0	*	AN4325
1	1	0	*	AN7164
1	1	0	*	AN4213
1	1	0	*	AN8145
1	1	0	*	AN0364
1	1	0	*	AN1562
1	1	0	*	AN8414
1	1	0	*	AN12312
1	1	0	*	AN8503
1	1	0	*	AN2797
1	1	0	*	AN10795
1	1	0	*	AN8334
1	1	0	*	AN4897
1	1	0	*	AN1835
1	1	0	*	AN1679
1	1	0	*	AN11475
1	1	0	*	AN8738
1	1	0	*	AN12234
1	1	0	*	AN1497
1	1	0	*	AN8353
1	1	0	*	AN6995
1	1	0	*	AN7616
1	1	0	*	AN7781
1	1	0	*	AN7831
1	1	0	*	AN0148
1	1	0	*	AN12217
1	1	0	*	AN12136
1	1	0	*	AN4091
1	1	0	*	AN3326
1	1	0	*	AN4451
1	1	0	*	AN3257
1	1	0	*	AN0740
1	1	0	*	AN12263
1	1	0	*	AN6449
1	1	0	*	AN3545
1	1	0	*	AN6740
1	1	0	*	AN0754
1	1	0	*	AN10766
1	1	0	*	AN3352
1	1	0	*	AN2618
1	1	0	*	AN5384
1	1	0	*	AN3950
1	1	0	*	AN8652
1	1	0	*	AN8174
1	1	0	*	AN6027
1	1	0	*	AN11857
1	1	0	*	AN5475
1	1	0	*	AN11733
1	1	0	*	AN7634
1	1	0	*	AN0652
1	1	0	*	AN7574
1	1	0	*	AN11223
1	1	0	*	AN2612
1	1	0	*	AN9507
1	1	0	*	AN8478
1	1	0	*	AN7133
1	1	0	*	AN3225
1	1	0	*	AN4041
1	1	0	*	AN0569
1	1	0	*	AN11124
1	1	0	*	AN9169
1	1	0	*	AN11963
1	1	0	*	AN6405
1	1	0	*	AN1804
1	1	0	*	AN4191
1	1	0	*	AN5426
1	1	0	*	AN8996
1	1	0	*	AN8580
1	1	0	*	AN2811
1	1	0	*	AN0187
1	1	0	*	AN1595
1	1	0	*	AN11228
1	1	0	*	AN2379
1	1	0	*	AN1576
1	1	0	*	AN2679
1	1	0	*	AN11974
1	1	0	*	AN0036
1	1	0	*	AN8642
1	1	0	*	AN8116
1	1	0	*	AN7691
1	1	0	*	AN5942
1	1	0	*	AN5510
1	1	0	*	AN2372
1	1	0	*	AN3936
1	1	0	*	AN8587
1	1	0	*	AN12258
1	1	0	*	AN10431
1	1	0	*	AN2665
1	1	0	*	AN8616
1	1	0	*	AN2705
1	1	0	*	AN12253
1	1	0	*	AN7898
1	1	0	*	AN1521-uORF
1	1	0	*	AN0915
1	1	0	*	AN8522
1	1	0	*	AN9178
1	1	0	*	AN4374
1	1	0	*	AN0614
1	1	0	*	AN10084
1	1	0	*	AN11708
1	1	0	*	AN11035
1	1	0	*	AN6899
1	1	0	*	AN3472
1	1	0	*	AN3315
1	1	0	*	AN6464
1	1	0	*	AN20013
1	1	0	*	AN11990
1	1	0	*	AN11410
1	1	0	*	AN6392
1	1	0	*	AN2642
1	1	0	*	AN8612
1	1	0	*	AN11686
1	1	0	*	AN8392
1	1	0	*	AN11866
1	1	0	*	AN4573
1	1	0	*	AN7956
1	1	0	*	AN0264
1	1	0	*	AN2863
1	1	0	*	AN4621
1	1	0	*	AN7886
1	1	0	*	AN0397
1	1	0	*	AN9295
1	1	0	*	AN2603
1	1	0	*	AN2943
1	1	0	*	AN8625
1	1	0	*	AN11194
1	1	0	*	AN11188
1	1	0	*	AN5506
1	1	0	*	AN8008
1	1	0	*	AN5448
1	1	0	*	AN6358
1	1	0	*	AN8426
1	1	0	*	AN8556
1	1	0	*	AN8623
1	1	0	*	AN3967
1	1	0	*	AN4506
1	1	0	*	AN11999
1	1	0	*	AN1791
1	1	0	*	AN6156
1	1	0	*	AN3267
1	1	0	*	AN8779
1	1	0	*	AN9162
1	1	0	*	AN6953
1	1	0	*	AN8989
1	1	0	*	AN7875
1	1	0	*	AN6765
1	1	0	*	AN0551
1	1	0	*	AN9251
1	1	0	*	AN8128
1	1	0	*	AN6105
1	1	0	*	AN6781
1	1	0	*	AN3988
1	1	0	*	AN12174
1	1	0	*	AN0788
1	1	0	*	AN7891
1	1	0	*	AN1606
1	1	0	*	AN6281
1	1	0	*	AN6381
1	1	0	PECH_000002	*
1	1	0	PECH_000003	*
1	1	0	PECH_000026	*
1	1	0	PECH_000032	*
1	1	0	PECH_000034	*
1	1	0	PECH_000035	*
1	1	0	PECH_000036	*
1	1	0	PECH_000037	*
1	1	0	PECH_000042	*
1	1	0	PECH_000045	*
1	1	0	PECH_000051	*
1	1	0	PECH_000068	*
1	1	0	PECH_000078	*
1	1	0	PECH_000080	*
1	1	0	PECH_000091	*
1	1	0	PECH_000092	*
1	1	0	PECH_000100	*
1	1	0	PECH_000107	*
1	1	0	PECH_000115	*
1	1	0	PECH_000121	*
1	1	0	PECH_000122	*
1	1	0	PECH_000124	*
1	1	0	PECH_000125	*
1	1	0	PECH_000126	*
1	1	0	PECH_000127	*
1	1	0	PECH_000129	*
1	1	0	PECH_000133	*
1	1	0	PECH_000141	*
1	1	0	PECH_000146	*
1	1	0	PECH_000158	*
1	1	0	PECH_000160	*
1	1	0	PECH_000161	*
1	1	0	PECH_000164	*
1	1	0	PECH_000175	*
1	1	0	PECH_000178	*
1	1	0	PECH_000179	*
1	1	0	PECH_000183	*
1	1	0	PECH_000184	*
1	1	0	PECH_000185	*
1	1	0	PECH_000186	*
1	1	0	PECH_000189	*
1	1	0	PECH_000190	*
1	1	0	PECH_000191	*
1	1	0	PECH_000195	*
1	1	0	PECH_000204	*
1	1	0	PECH_000210	*
1	1	0	PECH_000215	*
1	1	0	PECH_000218	*
1	1	0	PECH_000222	*
1	1	0	PECH_000223	*
1	1	0	PECH_000234	*
1	1	0	PECH_000249	*
1	1	0	PECH_000250	*
1	1	0	PECH_000257	*
1	1	0	PECH_000260	*
1	1	0	PECH_000261	*
1	1	0	PECH_000266	*
1	1	0	PECH_000268	*
1	1	0	PECH_000275	*
1	1	0	PECH_000279	*
1	1	0	PECH_000280	*
1	1	0	PECH_000283	*
1	1	0	PECH_000284	*
1	1	0	PECH_000286	*
1	1	0	PECH_000287	*
1	1	0	PECH_000291	*
1	1	0	PECH_000296	*
1	1	0	PECH_000301	*
1	1	0	PECH_000307	*
1	1	0	PECH_000316	*
1	1	0	PECH_000366	*
1	1	0	PECH_000373	*
1	1	0	PECH_000374	*
1	1	0	PECH_000377	*
1	1	0	PECH_000378	*
1	1	0	PECH_000382	*
1	1	0	PECH_000387	*
1	1	0	PECH_000393	*
1	1	0	PECH_000412	*
1	1	0	PECH_000414	*
1	1	0	PECH_000433	*
1	1	0	PECH_000441	*
1	1	0	PECH_000456	*
1	1	0	PECH_000462	*
1	1	0	PECH_000465	*
1	1	0	PECH_000467	*
1	1	0	PECH_000470	*
1	1	0	PECH_000471	*
1	1	0	PECH_000492	*
1	1	0	PECH_000497	*
1	1	0	PECH_000498	*
1	1	0	PECH_000500	*
1	1	0	PECH_000514	*
1	1	0	PECH_000516	*
1	1	0	PECH_000517	*
1	1	0	PECH_000519	*
1	1	0	PECH_000522	*
1	1	0	PECH_000527	*
1	1	0	PECH_000528	*
1	1	0	PECH_000530	*
1	1	0	PECH_000539	*
1	1	0	PECH_000541	*
1	1	0	PECH_000551	*
1	1	0	PECH_000557	*
1	1	0	PECH_000567	*
1	1	0	PECH_000569	*
1	1	0	PECH_000576	*
1	1	0	PECH_000577	*
1	1	0	PECH_000578	*
1	1	0	PECH_000580	*
1	1	0	PECH_000582	*
1	1	0	PECH_000583	*
1	1	0	PECH_000584	*
1	1	0	PECH_000590	*
1	1	0	PECH_000599	*
1	1	0	PECH_000602	*
1	1	0	PECH_000608	*
1	1	0	PECH_000613	*
1	1	0	PECH_000616	*
1	1	0	PECH_000625	*
1	1	0	PECH_000628	*
1	1	0	PECH_000630	*
1	1	0	PECH_000638	*
1	1	0	PECH_000656	*
1	1	0	PECH_000687	*
1	1	0	PECH_000693	*
1	1	0	PECH_000697	*
1	1	0	PECH_000725	*
1	1	0	PECH_000738	*
1	1	0	PECH_000742	*
1	1	0	PECH_000753	*
1	1	0	PECH_000758	*
1	1	0	PECH_000762	*
1	1	0	PECH_000765	*
1	1	0	PECH_000766	*
1	1	0	PECH_000767	*
1	1	0	PECH_000776	*
1	1	0	PECH_000778	*
1	1	0	PECH_000795	*
1	1	0	PECH_000801	*
1	1	0	PECH_000809	*
1	1	0	PECH_000810	*
1	1	0	PECH_000815	*
1	1	0	PECH_000816	*
1	1	0	PECH_000817	*
1	1	0	PECH_000818	*
1	1	0	PECH_000821	*
1	1	0	PECH_000824	*
1	1	0	PECH_000838	*
1	1	0	PECH_000842	*
1	1	0	PECH_000851	*
1	1	0	PECH_000860	*
1	1	0	PECH_000863	*
1	1	0	PECH_000865	*
1	1	0	PECH_000866	*
1	1	0	PECH_000867	*
1	1	0	PECH_000868	*
1	1	0	PECH_000889	*
1	1	0	PECH_000893	*
1	1	0	PECH_000897	*
1	1	0	PECH_000898	*
1	1	0	PECH_000903	*
1	1	0	PECH_000923	*
1	1	0	PECH_000928	*
1	1	0	PECH_000948	*
1	1	0	PECH_000961	*
1	1	0	PECH_000962	*
1	1	0	PECH_000988	*
1	1	0	PECH_000989	*
1	1	0	PECH_000995	*
1	1	0	PECH_000996	*
1	1	0	PECH_000997	*
1	1	0	PECH_000998	*
1	1	0	PECH_001010	*
1	1	0	PECH_001012	*
1	1	0	PECH_001013	*
1	1	0	PECH_001019	*
1	1	0	PECH_001025	*
1	1	0	PECH_001028	*
1	1	0	PECH_001034	*
1	1	0	PECH_001036	*
1	1	0	PECH_001040	*
1	1	0	PECH_001045	*
1	1	0	PECH_001046	*
1	1	0	PECH_001065	*
1	1	0	PECH_001076	*
1	1	0	PECH_001079	*
1	1	0	PECH_001081	*
1	1	0	PECH_001086	*
1	1	0	PECH_001087	*
1	1	0	PECH_001097	*
1	1	0	PECH_001101	*
1	1	0	PECH_001103	*
1	1	0	PECH_001117	*
1	1	0	PECH_001127	*
1	1	0	PECH_001141	*
1	1	0	PECH_001143	*
1	1	0	PECH_001148	*
1	1	0	PECH_001152	*
1	1	0	PECH_001153	*
1	1	0	PECH_001156	*
1	1	0	PECH_001159	*
1	1	0	PECH_001166	*
1	1	0	PECH_001172	*
1	1	0	PECH_001176	*
1	1	0	PECH_001191	*
1	1	0	PECH_001194	*
1	1	0	PECH_001195	*
1	1	0	PECH_001198	*
1	1	0	PECH_001199	*
1	1	0	PECH_001205	*
1	1	0	PECH_001214	*
1	1	0	PECH_001230	*
1	1	0	PECH_001235	*
1	1	0	PECH_001236	*
1	1	0	PECH_001237	*
1	1	0	PECH_001247	*
1	1	0	PECH_001248	*
1	1	0	PECH_001250	*
1	1	0	PECH_001257	*
1	1	0	PECH_001280	*
1	1	0	PECH_001288	*
1	1	0	PECH_001290	*
1	1	0	PECH_001291	*
1	1	0	PECH_001304	*
1	1	0	PECH_001305	*
1	1	0	PECH_001306	*
1	1	0	PECH_001309	*
1	1	0	PECH_001311	*
1	1	0	PECH_001318	*
1	1	0	PECH_001321	*
1	1	0	PECH_001324	*
1	1	0	PECH_001325	*
1	1	0	PECH_001329	*
1	1	0	PECH_001332	*
1	1	0	PECH_001337	*
1	1	0	PECH_001338	*
1	1	0	PECH_001341	*
1	1	0	PECH_001342	*
1	1	0	PECH_001357	*
1	1	0	PECH_001366	*
1	1	0	PECH_001368	*
1	1	0	PECH_001378	*
1	1	0	PECH_001386	*
1	1	0	PECH_001395	*
1	1	0	PECH_001398	*
1	1	0	PECH_001403	*
1	1	0	PECH_001410	*
1	1	0	PECH_001413	*
1	1	0	PECH_001414	*
1	1	0	PECH_001416	*
1	1	0	PECH_001417	*
1	1	0	PECH_001418	*
1	1	0	PECH_001421	*
1	1	0	PECH_001425	*
1	1	0	PECH_001426	*
1	1	0	PECH_001432	*
1	1	0	PECH_001433	*
1	1	0	PECH_001447	*
1	1	0	PECH_001451	*
1	1	0	PECH_001452	*
1	1	0	PECH_001454	*
1	1	0	PECH_001455	*
1	1	0	PECH_001460	*
1	1	0	PECH_001466	*
1	1	0	PECH_001472	*
1	1	0	PECH_001484	*
1	1	0	PECH_001486	*
1	1	0	PECH_001488	*
1	1	0	PECH_001506	*
1	1	0	PECH_001511	*
1	1	0	PECH_001516	*
1	1	0	PECH_001520	*
1	1	0	PECH_001522	*
1	1	0	PECH_001523	*
1	1	0	PECH_001524	*
1	1	0	PECH_001525	*
1	1	0	PECH_001526	*
1	1	0	PECH_001529	*
1	1	0	PECH_001533	*
1	1	0	PECH_001539	*
1	1	0	PECH_001570	*
1	1	0	PECH_001581	*
1	1	0	PECH_001589	*
1	1	0	PECH_001591	*
1	1	0	PECH_001602	*
1	1	0	PECH_001603	*
1	1	0	PECH_001606	*
1	1	0	PECH_001610	*
1	1	0	PECH_001612	*
1	1	0	PECH_001615	*
1	1	0	PECH_001619	*
1	1	0	PECH_001623	*
1	1	0	PECH_001634	*
1	1	0	PECH_001642	*
1	1	0	PECH_001688	*
1	1	0	PECH_001690	*
1	1	0	PECH_001704	*
1	1	0	PECH_001713	*
1	1	0	PECH_001714	*
1	1	0	PECH_001715	*
1	1	0	PECH_001733	*
1	1	0	PECH_001762	*
1	1	0	PECH_001764	*
1	1	0	PECH_001768	*
1	1	0	PECH_001773	*
1	1	0	PECH_001781	*
1	1	0	PECH_001783	*
1	1	0	PECH_001784	*
1	1	0	PECH_001793	*
1	1	0	PECH_001800	*
1	1	0	PECH_001806	*
1	1	0	PECH_001807	*
1	1	0	PECH_001809	*
1	1	0	PECH_001828	*
1	1	0	PECH_001833	*
1	1	0	PECH_001851	*
1	1	0	PECH_001858	*
1	1	0	PECH_001859	*
1	1	0	PECH_001872	*
1	1	0	PECH_001879	*
1	1	0	PECH_001887	*
1	1	0	PECH_001910	*
1	1	0	PECH_001918	*
1	1	0	PECH_001922	*
1	1	0	PECH_001933	*
1	1	0	PECH_001935	*
1	1	0	PECH_001939	*
1	1	0	PECH_001941	*
1	1	0	PECH_001948	*
1	1	0	PECH_001958	*
1	1	0	PECH_001962	*
1	1	0	PECH_001964	*
1	1	0	PECH_001965	*
1	1	0	PECH_001978	*
1	1	0	PECH_001991	*
1	1	0	PECH_001997	*
1	1	0	PECH_002002	*
1	1	0	PECH_002007	*
1	1	0	PECH_002009	*
1	1	0	PECH_002011	*
1	1	0	PECH_002014	*
1	1	0	PECH_002026	*
1	1	0	PECH_002028	*
1	1	0	PECH_002041	*
1	1	0	PECH_002046	*
1	1	0	PECH_002051	*
1	1	0	PECH_002054	*
1	1	0	PECH_002057	*
1	1	0	PECH_002058	*
1	1	0	PECH_002068	*
1	1	0	PECH_002077	*
1	1	0	PECH_002092	*
1	1	0	PECH_002095	*
1	1	0	PECH_002101	*
1	1	0	PECH_002103	*
1	1	0	PECH_002106	*
1	1	0	PECH_002109	*
1	1	0	PECH_002111	*
1	1	0	PECH_002129	*
1	1	0	PECH_002132	*
1	1	0	PECH_002139	*
1	1	0	PECH_002163	*
1	1	0	PECH_002164	*
1	1	0	PECH_002170	*
1	1	0	PECH_002173	*
1	1	0	PECH_002185	*
1	1	0	PECH_002190	*
1	1	0	PECH_002196	*
1	1	0	PECH_002218	*
1	1	0	PECH_002221	*
1	1	0	PECH_002228	*
1	1	0	PECH_002231	*
1	1	0	PECH_002267	*
1	1	0	PECH_002279	*
1	1	0	PECH_002288	*
1	1	0	PECH_002291	*
1	1	0	PECH_002305	*
1	1	0	PECH_002309	*
1	1	0	PECH_002312	*
1	1	0	PECH_002325	*
1	1	0	PECH_002338	*
1	1	0	PECH_002344	*
1	1	0	PECH_002345	*
1	1	0	PECH_002350	*
1	1	0	PECH_002351	*
1	1	0	PECH_002357	*
1	1	0	PECH_002372	*
1	1	0	PECH_002380	*
1	1	0	PECH_002381	*
1	1	0	PECH_002402	*
1	1	0	PECH_002403	*
1	1	0	PECH_002405	*
1	1	0	PECH_002407	*
1	1	0	PECH_002409	*
1	1	0	PECH_002411	*
1	1	0	PECH_002412	*
1	1	0	PECH_002432	*
1	1	0	PECH_002438	*
1	1	0	PECH_002440	*
1	1	0	PECH_002453	*
1	1	0	PECH_002455	*
1	1	0	PECH_002457	*
1	1	0	PECH_002463	*
1	1	0	PECH_002464	*
1	1	0	PECH_002468	*
1	1	0	PECH_002471	*
1	1	0	PECH_002478	*
1	1	0	PECH_002479	*
1	1	0	PECH_002486	*
1	1	0	PECH_002488	*
1	1	0	PECH_002490	*
1	1	0	PECH_002492	*
1	1	0	PECH_002494	*
1	1	0	PECH_002500	*
1	1	0	PECH_002513	*
1	1	0	PECH_002514	*
1	1	0	PECH_002515	*
1	1	0	PECH_002524	*
1	1	0	PECH_002538	*
1	1	0	PECH_002543	*
1	1	0	PECH_002544	*
1	1	0	PECH_002550	*
1	1	0	PECH_002552	*
1	1	0	PECH_002553	*
1	1	0	PECH_002554	*
1	1	0	PECH_002558	*
1	1	0	PECH_002569	*
1	1	0	PECH_002570	*
1	1	0	PECH_002590	*
1	1	0	PECH_002591	*
1	1	0	PECH_002594	*
1	1	0	PECH_002600	*
1	1	0	PECH_002603	*
1	1	0	PECH_002617	*
1	1	0	PECH_002621	*
1	1	0	PECH_002627	*
1	1	0	PECH_002629	*
1	1	0	PECH_002631	*
1	1	0	PECH_002634	*
1	1	0	PECH_002647	*
1	1	0	PECH_002652	*
1	1	0	PECH_002655	*
1	1	0	PECH_002700	*
1	1	0	PECH_002705	*
1	1	0	PECH_002714	*
1	1	0	PECH_002722	*
1	1	0	PECH_002728	*
1	1	0	PECH_002750	*
1	1	0	PECH_002757	*
1	1	0	PECH_002765	*
1	1	0	PECH_002775	*
1	1	0	PECH_002776	*
1	1	0	PECH_002777	*
1	1	0	PECH_002788	*
1	1	0	PECH_002795	*
1	1	0	PECH_002797	*
1	1	0	PECH_002804	*
1	1	0	PECH_002808	*
1	1	0	PECH_002809	*
1	1	0	PECH_002811	*
1	1	0	PECH_002821	*
1	1	0	PECH_002834	*
1	1	0	PECH_002848	*
1	1	0	PECH_002851	*
1	1	0	PECH_002862	*
1	1	0	PECH_002868	*
1	1	0	PECH_002878	*
1	1	0	PECH_002881	*
1	1	0	PECH_002882	*
1	1	0	PECH_002883	*
1	1	0	PECH_002900	*
1	1	0	PECH_002901	*
1	1	0	PECH_002914	*
1	1	0	PECH_002921	*
1	1	0	PECH_002926	*
1	1	0	PECH_002937	*
1	1	0	PECH_002939	*
1	1	0	PECH_002944	*
1	1	0	PECH_002945	*
1	1	0	PECH_002951	*
1	1	0	PECH_002957	*
1	1	0	PECH_002969	*
1	1	0	PECH_002971	*
1	1	0	PECH_002995	*
1	1	0	PECH_003004	*
1	1	0	PECH_003010	*
1	1	0	PECH_003013	*
1	1	0	PECH_003016	*
1	1	0	PECH_003018	*
1	1	0	PECH_003020	*
1	1	0	PECH_003021	*
1	1	0	PECH_003027	*
1	1	0	PECH_003028	*
1	1	0	PECH_003031	*
1	1	0	PECH_003048	*
1	1	0	PECH_003050	*
1	1	0	PECH_003056	*
1	1	0	PECH_003060	*
1	1	0	PECH_003061	*
1	1	0	PECH_003062	*
1	1	0	PECH_003063	*
1	1	0	PECH_003064	*
1	1	0	PECH_003065	*
1	1	0	PECH_003066	*
1	1	0	PECH_003068	*
1	1	0	PECH_003069	*
1	1	0	PECH_003070	*
1	1	0	PECH_003071	*
1	1	0	PECH_003073	*
1	1	0	PECH_003075	*
1	1	0	PECH_003077	*
1	1	0	PECH_003083	*
1	1	0	PECH_003093	*
1	1	0	PECH_003107	*
1	1	0	PECH_003115	*
1	1	0	PECH_003117	*
1	1	0	PECH_003118	*
1	1	0	PECH_003135	*
1	1	0	PECH_003141	*
1	1	0	PECH_003147	*
1	1	0	PECH_003148	*
1	1	0	PECH_003155	*
1	1	0	PECH_003164	*
1	1	0	PECH_003168	*
