#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T000244_2.00	F007_2.00	TS12_2.00	.	.	PDE_07445	PDE_07445	Penicillium_oxalicum	N	AFT	AFT	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377364_2.00	F324_2.00	TS12_2.00	.	.	PDE_00486	PDE_00486	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377365_2.00	F324_2.00	TS12_2.00	.	.	PDE_00496	PDE_00496	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377366_2.00	F324_2.00	TS12_2.00	M01343_2.00	MS57_2.00	PDE_00510	PDE_00510	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0387	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377367_2.00	F324_2.00	TS12_2.00	.	.	PDE_00521	PDE_00521	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377368_2.00	F324_2.00	TS12_2.00	M01344_2.00	MS57_2.00	PDE_00531	PDE_00531	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0389	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377369_2.00	F324_2.00	TS12_2.00	.	.	PDE_00548	PDE_00548	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377370_2.00	F324_2.00	TS12_2.00	.	.	PDE_00562	PDE_00562	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377371_2.00	F324_2.00	TS12_2.00	.	.	PDE_00722	PDE_00722	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377372_2.00	F324_2.00	TS12_2.00	M02630_2.00	MS64_2.00	PDE_00826	PDE_00826	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH9473	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377373_2.00	F324_2.00	TS12_2.00	.	.	PDE_00858	PDE_00858	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377374_2.00	F324_2.00	TS12_2.00	M02573_2.00	MS64_2.00	PDE_00959	PDE_00959	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8349	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377375_2.00	F324_2.00	TS12_2.00	M02571_2.00	MS64_2.00	PDE_00983	PDE_00983	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8348	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377375_2.00	F324_2.00	TS12_2.00	M02597_2.00	MS64_2.00	PDE_00983	PDE_00983	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH9668	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377376_2.00	F324_2.00	TS12_2.00	M01367_2.00	MS57_2.00	PDE_01040	PDE_01040	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0231	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377377_2.00	F324_2.00	TS12_2.00	.	.	PDE_01167	PDE_01167	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377378_2.00	F324_2.00	TS12_2.00	.	.	PDE_01196	PDE_01196	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377379_2.00	F324_2.00	TS12_2.00	.	.	PDE_01231	PDE_01231	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377380_2.00	F324_2.00	TS12_2.00	.	.	PDE_01234	PDE_01234	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377381_2.00	F324_2.00	TS12_2.00	M01404_2.00	MS57_2.00	PDE_01258	PDE_01258	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0292	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377381_2.00	F324_2.00	TS12_2.00	M01414_2.00	MS57_2.00	PDE_01258	PDE_01258	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH11380	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377382_2.00	F324_2.00	TS12_2.00	.	.	PDE_01373	PDE_01373	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377383_2.00	F324_2.00	TS12_2.00	.	.	PDE_01419	PDE_01419	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377384_2.00	F324_2.00	TS12_2.00	.	.	PDE_01536	PDE_01536	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377385_2.00	F324_2.00	TS12_2.00	.	.	PDE_01570	PDE_01570	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377386_2.00	F324_2.00	TS12_2.00	.	.	PDE_01645	PDE_01645	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377387_2.00	F324_2.00	TS12_2.00	.	.	PDE_01679	PDE_01679	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377388_2.00	F324_2.00	TS12_2.00	.	.	PDE_01749	PDE_01749	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377389_2.00	F324_2.00	TS12_2.00	.	.	PDE_01753	PDE_01753	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377390_2.00	F324_2.00	TS12_2.00	.	.	PDE_01792	PDE_01792	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377391_2.00	F324_2.00	TS12_2.00	.	.	PDE_01826	PDE_01826	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377392_2.00	F324_2.00	TS12_2.00	.	.	PDE_01952	PDE_01952	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377393_2.00	F324_2.00	TS12_2.00	.	.	PDE_01979	PDE_01979	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377394_2.00	F324_2.00	TS12_2.00	.	.	PDE_02012	PDE_02012	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377395_2.00	F324_2.00	TS12_2.00	M01386_2.00	MS57_2.00	PDE_02163	PDE_02163	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0253	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377396_2.00	F324_2.00	TS12_2.00	.	.	PDE_02235	PDE_02235	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377397_2.00	F324_2.00	TS12_2.00	.	.	PDE_02338	PDE_02338	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377398_2.00	F324_2.00	TS12_2.00	.	.	PDE_02373	PDE_02373	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377399_2.00	F324_2.00	TS12_2.00	.	.	PDE_02456	PDE_02456	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377400_2.00	F324_2.00	TS12_2.00	.	.	PDE_02512	PDE_02512	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377401_2.00	F324_2.00	TS12_2.00	.	.	PDE_02517	PDE_02517	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377402_2.00	F324_2.00	TS12_2.00	.	.	PDE_02638	PDE_02638	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377403_2.00	F324_2.00	TS12_2.00	.	.	PDE_02646	PDE_02646	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377404_2.00	F324_2.00	TS12_2.00	.	.	PDE_02679	PDE_02679	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377405_2.00	F324_2.00	TS12_2.00	M02614_2.00	MS64_2.00	PDE_02741	PDE_02741	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH7811	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377406_2.00	F324_2.00	TS12_2.00	.	.	PDE_02772	PDE_02772	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377407_2.00	F324_2.00	TS12_2.00	.	.	PDE_02773	PDE_02773	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377408_2.00	F324_2.00	TS12_2.00	.	.	PDE_02807	PDE_02807	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377409_2.00	F324_2.00	TS12_2.00	.	.	PDE_02821	PDE_02821	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377410_2.00	F324_2.00	TS12_2.00	.	.	PDE_02827	PDE_02827	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377411_2.00	F324_2.00	TS12_2.00	M01363_2.00	MS57_2.00	PDE_02833	PDE_02833	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0227	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377412_2.00	F324_2.00	TS12_2.00	.	.	PDE_02856	PDE_02856	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377413_2.00	F324_2.00	TS12_2.00	.	.	PDE_02901	PDE_02901	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377414_2.00	F324_2.00	TS12_2.00	.	.	PDE_03129	PDE_03129	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377415_2.00	F324_2.00	TS12_2.00	.	.	PDE_03204	PDE_03204	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377416_2.00	F324_2.00	TS12_2.00	M01411_2.00	MS57_2.00	PDE_03268	PDE_03268	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0305	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377417_2.00	F324_2.00	TS12_2.00	.	.	PDE_03271	PDE_03271	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377418_2.00	F324_2.00	TS12_2.00	M01330_2.00	MS57_2.00	PDE_03298	PDE_03298	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0193	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377419_2.00	F324_2.00	TS12_2.00	.	.	PDE_03331	PDE_03331	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377420_2.00	F324_2.00	TS12_2.00	M02579_2.00	MS64_2.00	PDE_03379	PDE_03379	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8594	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377421_2.00	F324_2.00	TS12_2.00	M02602_2.00	MS64_2.00	PDE_03610	PDE_03610	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8816	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377422_2.00	F324_2.00	TS12_2.00	.	.	PDE_03694	PDE_03694	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377423_2.00	F324_2.00	TS12_2.00	.	.	PDE_03860	PDE_03860	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377424_2.00	F324_2.00	TS12_2.00	.	.	PDE_03898	PDE_03898	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377425_2.00	F324_2.00	TS12_2.00	.	.	PDE_03903	PDE_03903	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377426_2.00	F324_2.00	TS12_2.00	.	.	PDE_03960	PDE_03960	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377427_2.00	F324_2.00	TS12_2.00	.	.	PDE_03964	PDE_03964	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377428_2.00	F324_2.00	TS12_2.00	.	.	PDE_03967	PDE_03967	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377429_2.00	F324_2.00	TS12_2.00	.	.	PDE_04009	PDE_04009	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377430_2.00	F324_2.00	TS12_2.00	.	.	PDE_04046	PDE_04046	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377431_2.00	F324_2.00	TS12_2.00	M02604_2.00	MS64_2.00	PDE_04102	PDE_04102	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8890	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377432_2.00	F324_2.00	TS12_2.00	.	.	PDE_04129	PDE_04129	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377433_2.00	F324_2.00	TS12_2.00	M01384_2.00	MS57_2.00	PDE_04139	PDE_04139	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0251	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377434_2.00	F324_2.00	TS12_2.00	.	.	PDE_04152	PDE_04152	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377435_2.00	F324_2.00	TS12_2.00	.	.	PDE_04257	PDE_04257	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377436_2.00	F324_2.00	TS12_2.00	.	.	PDE_04262	PDE_04262	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377437_2.00	F324_2.00	TS12_2.00	.	.	PDE_04266	PDE_04266	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377438_2.00	F324_2.00	TS12_2.00	.	.	PDE_04295	PDE_04295	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377439_2.00	F324_2.00	TS12_2.00	.	.	PDE_04311	PDE_04311	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377440_2.00	F324_2.00	TS12_2.00	.	.	PDE_04396	PDE_04396	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377441_2.00	F324_2.00	TS12_2.00	.	.	PDE_04408	PDE_04408	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377442_2.00	F324_2.00	TS12_2.00	.	.	PDE_04412	PDE_04412	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377443_2.00	F324_2.00	TS12_2.00	.	.	PDE_04461	PDE_04461	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377444_2.00	F324_2.00	TS12_2.00	.	.	PDE_04481	PDE_04481	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377445_2.00	F324_2.00	TS12_2.00	.	.	PDE_04503	PDE_04503	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377446_2.00	F324_2.00	TS12_2.00	.	.	PDE_04626	PDE_04626	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377447_2.00	F324_2.00	TS12_2.00	.	.	PDE_04678	PDE_04678	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377448_2.00	F324_2.00	TS12_2.00	.	.	PDE_04706	PDE_04706	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377449_2.00	F324_2.00	TS12_2.00	M01371_2.00	MS57_2.00	PDE_04733	PDE_04733	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0234	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377450_2.00	F324_2.00	TS12_2.00	.	.	PDE_04782	PDE_04782	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377451_2.00	F324_2.00	TS12_2.00	.	.	PDE_04912	PDE_04912	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377452_2.00	F324_2.00	TS12_2.00	.	.	PDE_04927	PDE_04927	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377453_2.00	F324_2.00	TS12_2.00	.	.	PDE_04982	PDE_04982	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377454_2.00	F324_2.00	TS12_2.00	M01334_2.00	MS57_2.00	PDE_05021	PDE_05021	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0199	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377455_2.00	F324_2.00	TS12_2.00	.	.	PDE_05043	PDE_05043	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377456_2.00	F324_2.00	TS12_2.00	.	.	PDE_05054	PDE_05054	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377457_2.00	F324_2.00	TS12_2.00	M00088_2.00	MS01_2.00	PDE_05166	PDE_05166	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	ASG1_2140	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
